ibge_municipio,codigo_wmo,distancia_km,uf
4305504,B858,26.35,RS
3116407,A708,23.57,MG
3116605,A570,31.82,MG
3511904,A768,40.97,SP
4105706,A876,1.45,PR
2908002,A410,40.33,BA
1301209,A117,0.4,AM
2202703,A308,49.87,PI
2202711,A335,36.16,PI
4204251,A814,7.56,SC
2202729,A368,49.12,PI
5103106,A954,1.16,MT
2908101,A526,28.92,BA
3116704,A510,12.06,MG
2702009,A353,19.39,AL
2202737,A376,26.29,PI
1502608,A227,34.99,PA
3201506,A632,18.25,ES
5103205,A953,35.62,MT
3512001,A748,16.94,SP
4305587,A882,6.81,RS
2103505,A222,2.32,MA
1705508,A049,3.92,TO
3512100,A748,45.0,SP
4105805,B806,7.65,PR
2202752,A336,22.6,PI
2202778,A354,28.24,PI
2702108,A357,32.64,AL
4305603,A883,18.34,RS
4105904,A850,25.81,PR
3116902,A519,49.24,MG
3300951,A625,6.47,RJ
3117009,A550,45.28,MG
5103304,A913,5.72,MT
2504405,A373,47.44,PB
3201605,A616,16.65,ES
3115201,A514,23.2,MG
2908200,A406,21.14,BA
3117306,A520,25.44,MG
3117207,A531,19.43,MG
3301405,A630,20.53,RJ
2908309,A406,14.95,BA
1502707,A241,4.94,PA
3201704,A633,5.9,ES
2908408,A441,30.39,BA
2908507,A413,26.06,BA
2103554,A220,44.79,MA
3117603,A564,47.61,MG
3117702,A515,47.67,MG
3117801,A706,43.06,MG
3512209,A739,38.77,SP
4204301,A841,46.75,SC
2504504,A321,41.95,PB
2504603,A320,14.05,PB
2908606,A431,25.43,BA
4305702,B843,18.0,RS
3117836,A559,18.51,MG
3117876,A569,26.95,MG
3117900,A530,43.44,MG
3118007,A513,11.98,MG
4106001,A842,15.05,PR
3118205,A525,13.54,MG
3118304,A513,12.23,MG
4106100,A871,16.75,PR
3118502,A509,36.78,MG
4305801,A856,38.14,RS
3118601,A521,10.33,MG
4106209,A807,39.85,PR
3118700,A515,42.45,MG
4305835,B860,9.33,RS
2702207,A303,10.09,AL
4305850,B842,22.87,RS
2908903,A413,24.14,BA
3301504,A629,26.23,RJ
3512407,A726,30.61,SP
4204350,A895,11.61,SC
3118908,A569,40.18,MG
3119005,A567,27.98,MG
2304004,A306,41.63,CE
2504801,A373,41.42,PB
5003108,S703,49.9,MS
3119104,A538,42.12,MG
4106407,A842,26.87,PR
3119203,A532,39.78,MG
3512506,A735,48.11,SP
4305871,B844,23.76,RS
4305900,A805,17.35,RS
4106456,A876,37.65,PR
2402808,A367,27.09,RN
3119401,A511,6.25,MG
4204400,A895,20.99,SC
2402907,A358,43.33,RN
2909208,A420,22.78,BA
2202851,A345,31.23,PI
4204459,A816,21.44,SC
3119500,A566,30.47,MG
3119609,A557,4.83,MG
4305934,A840,18.71,RS
5003157,A750,36.22,MS
3119708,A514,9.3,MG
3119807,A565,25.96,MG
3119906,A509,26.18,MG
3119955,A524,11.26,MG
3120003,A554,29.55,MG
4204558,A865,23.99,SC
2202901,A374,1.16,PI
2604700,A322,29.85,PE
2909307,A416,2.4,BA
2604809,A357,21.5,PE
5003207,A724,1.88,MS
3512704,A711,38.07,SP
4106555,A822,40.57,PR
4204509,A862,38.11,SC
2702306,A355,12.55,AL
3512803,A726,44.71,SP
3512902,A729,20.73,SP
1100080,S101,20.86,RO
5003256,A760,7.19,MS
3513009,A755,10.07,SP
4305959,B859,24.53,RS
5103379,A919,17.65,MT
3120102,A537,26.19,MG
1706001,A241,4.47,TO
4305975,A839,14.8,RS
5003306,A720,1.98,MS
2504850,A348,38.57,PB
2702355,A353,26.51,AL
2304103,A342,2.95,CE
2304202,A315,18.06,CE
3513108,A770,20.93,SP
2909505,A407,39.37,BA
4204608,A814,16.53,SC
2909604,A417,46.73,BA
4306007,B845,18.99,RS
3120201,A524,46.97,MG
3513207,A708,20.5,SP
4306056,A838,29.61,RS
4306072,A854,19.52,RS
1706100,A051,49.46,TO
2203008,A374,23.99,PI
5206206,A036,1.93,GO
3120409,A513,31.3,MG
5206305,A033,46.04,GO
3120508,A531,16.08,MG
2801702,A417,21.97,SE
2203107,A326,30.84,PI
2304251,A360,24.63,CE
4306106,B833,2.3,RS
2909802,A406,1.52,BA
2504900,A320,25.91,PB
4106803,A875,42.49,PR
3513306,A718,44.71,SP
4306130,A828,34.13,RS
3513405,A769,13.44,SP
3120706,A523,34.05,MG
4106571,A843,9.49,PR
4106605,A825,45.01,PR
4106704,A850,33.93,PR
4306205,A882,17.95,RS
1200203,A108,1.99,AC
2403004,A316,34.52,RN
3513504,A765,29.0,SP
5103403,A901,3.97,MT
2505105,A367,30.88,PB
2505238,A352,41.04,PB
2505204,A310,23.66,PB
5206602,A034,26.58,GO
2604908,A328,21.17,PE
2801900,A453,31.46,SE
3513603,A619,28.92,SP
4204707,A857,36.58,SC
4204756,A895,46.7,SC
3120839,A540,23.65,MG
2605004,A341,30.99,PE
2909901,A448,2.34,BA
4106902,A807,4.71,PR
4204806,A860,2.33,SC
4107009,A872,36.96,PR
2203230,A326,11.48,PI
2505279,A352,22.88,PB
3120870,A549,47.09,MG
2203271,A330,43.15,PI
2505303,A373,24.4,PB
2203255,A362,36.16,PI
1502855,A232,44.79,PA
5103437,A961,18.08,MT
3120904,A538,2.54,MG
2605103,A349,47.72,PE
1600212,A251,44.88,AP
2505352,A310,43.73,PB
5206800,A002,45.79,GO
1706506,A224,38.34,TO
2910008,A445,36.02,BA
3121001,A537,24.13,MG
4306304,B858,23.12,RS
2103752,A225,4.34,MA
5206909,A034,39.17,GO
3121100,A531,23.14,MG
3121209,A516,49.49,MG
2702405,A371,36.58,AL
3121258,A568,34.57,MG
2203305,A312,38.55,PI
5103452,A967,40.9,MT
5003454,S708,16.61,MS
4306320,B845,16.01,RS
3513702,A711,28.82,SP
4204905,A857,4.64,SC
3121308,A557,32.43,MG
2505402,A321,30.44,PB
3121407,A514,49.82,MG
3121506,A502,27.6,MG
4306353,A852,24.09,RS
3513801,A771,7.53,SP
2505600,A373,17.27,PB
4107157,A820,46.25,PR
4107108,A849,3.4,PR
4107124,B804,46.58,PR
3121605,A537,4.9,MG
5103502,A949,6.77,MT
1707009,A038,4.44,TO
2910057,A456,30.51,BA
4306379,B852,3.23,RS
3121704,A510,46.06,MG
3121803,A511,33.71,MG
4205001,A848,2.43,SC
5207105,A028,23.95,GO
3513850,A733,33.29,SP
2203354,A345,44.89,PI
2802007,A409,32.26,SE
3121902,A510,29.16,MG
3122009,A556,39.14,MG
3201803,A617,25.6,ES
3513900,A738,37.37,SP
3122207,A533,35.06,MG
3122306,A564,3.61,MG
3122355,A549,12.38,MG
3122405,A567,31.79,MG
3122454,A549,49.11,MG
3514007,A747,35.01,SP
3514106,A741,21.43,SP
4306403,A884,10.37,RS
4306429,A854,31.27,RS
5003488,A754,46.82,MS
4306452,B859,19.13,RS
4107207,A843,6.0,PR
3514205,A733,9.52,SP
5103601,A912,39.2,MT
2910107,A433,48.42,BA
3122504,A554,40.38,MG
1502939,A252,30.27,PA
2203404,A343,29.1,PI
4306502,A838,28.31,RS
3122603,A533,38.05,MG
2910206,A406,27.5,BA
4306601,A881,5.74,RS
4306551,B841,7.31,RS
3122801,A531,22.6,MG
3201902,A634,29.15,ES
4205100,A861,41.85,SC
4306700,B854,7.29,RS
2505709,A310,41.44,PB
3123007,A514,23.89,MG
3123106,A533,29.49,MG
3123205,A536,2.13,MG
3202009,A617,37.12,ES
3123304,A510,40.97,MG
3123403,A565,30.59,MG
5003504,S710,19.74,MS
4107256,A824,35.13,PR
3514304,A711,46.8,SP
3123502,A034,46.51,MG
5003702,A721,10.73,MS
4107306,A835,33.68,PR
4306734,A810,38.69,RS
4205159,A817,30.27,SC
4306759,B860,5.86,RS
2403202,A358,33.68,RN
3514403,A762,3.45,SP
3514502,A705,39.52,SP
3301603,A629,15.08,RJ
2505808,A352,34.09,PB
3514601,A747,18.55,SP
3301702,A621,13.78,RJ
3123528,A556,40.68,MG
3514700,A763,32.93,SP
3202108,A631,13.69,ES
5207352,A029,28.27,GO
5207402,A029,1.62,GO
1301407,A109,0.77,AM
5003751,S709,33.18,MS
3514809,A766,25.29,SP
4306767,B810,5.47,RS
2203503,A363,49.47,PI
3514908,A726,45.94,SP
2203602,A336,37.45,PI
3514924,A736,28.68,SP
2910305,A434,13.01,BA
3123601,A515,17.69,MG
2505907,A321,48.99,PB
3514957,A736,17.08,SP
3515004,A755,13.37,SP
3515103,A771,18.13,SP
3515129,A707,33.0,SP
4306809,B859,9.07,RS
2403301,A358,42.29,RN
4306908,A893,0.41,RS
4107405,A843,28.18,PR
3123700,A532,42.54,MG
3515152,A739,42.39,SP
3301801,A611,21.36,RJ
4306924,B846,40.9,RS
3123858,A554,16.01,MG
2910503,A431,45.15,BA
4205175,A858,28.83,SC
3123908,A513,34.59,MG
4107538,A820,29.2,PR
4306957,B846,19.51,RS
4306932,B844,10.08,RS
1200252,A140,0.58,AC
4306973,A828,21.87,RS
4307005,A828,4.28,RS
2304277,A358,33.98,CE
2900504,A430,49.0,BA
4205191,A867,15.41,SC
4307054,B842,29.76,RS
4307203,B846,20.5,RS
4307302,A854,17.96,RS
4205209,A841,16.37,SC
3124005,A510,23.43,MG
2605202,A301,44.1,PE
4307401,A844,36.63,RS
3124104,A535,17.76,MG
3124203,A617,45.38,MG
2506004,A310,16.49,PB
4307450,B845,2.5,RS
4107520,A824,41.16,PR
2203701,A338,1.45,PI
4107546,A843,40.44,PR
1100098,A939,45.46,RO
3124302,A543,1.41,MG
2403509,A352,31.4,RN
3124401,A567,40.55,MG
3515186,A739,25.61,SP
2910602,A431,38.96,BA
4307500,A883,27.25,RS
4307559,A828,28.74,RS
2802106,A417,37.8,SE
4307609,A884,11.83,RS
4307708,B809,5.0,RS
3124500,A509,44.99,MG
3557303,A739,21.7,SP
2104057,A224,10.65,MA
4307807,A882,13.47,RS
3515202,A733,24.06,SP
3124609,A629,26.48,MG
2702553,A327,16.14,AL
3124708,A536,20.5,MG
3515301,A707,48.39,SP
4307815,B838,9.57,RS
2910701,A442,3.85,BA
3515350,A849,31.97,SP
4307831,B835,13.71,RS
3124906,A517,19.51,MG
2910727,A427,42.67,BA
2304285,A305,12.46,CE
3125002,A557,25.41,MG
3125101,A744,23.82,MG
2403608,A304,18.51,RN
2506103,A313,18.07,PB
4307864,A894,25.49,RS
3125200,A567,32.52,MG
3125309,A517,49.33,MG
4107553,A825,44.44,PR
4307906,B818,15.38,RS
3515400,A821,46.04,SP
2910750,A419,18.54,BA
5003801,S708,20.79,MS
4308003,B854,2.24,RS
4205308,A858,17.22,SC
4308052,B846,12.18,RS
5207600,A028,47.71,GO
4107652,A807,24.99,PR
4308078,A882,15.49,RS
1200302,A138,3.19,AC
2910776,A526,26.64,BA
2910800,A413,7.82,BA
2702603,A353,12.5,AL
2605400,A328,46.65,PE
2802205,A453,14.16,SE
3125408,A537,46.26,MG
2403707,A340,14.61,RN
3125705,A538,47.02,MG
4308102,B816,28.22,RS
2702702,A355,18.42,AL
5103700,A951,1.55,MT
3125804,A532,37.61,MG
2403756,A372,41.83,RN
3515608,A736,21.7,SP
3515509,A729,32.32,SP
3515657,A763,47.99,SP
3515707,A701,25.88,SP
1600238,A244,30.84,AP
3125952,A517,43.33,MG
4107751,A871,24.02,PR
1707652,A019,44.98,TO
1707702,A205,3.94,TO
2910859,A428,33.08,BA
2910909,A446,43.66,BA
5207808,A027,44.69,GO
2702801,A356,16.33,AL
4107850,A848,32.52,PR
4205357,A857,16.26,SC
3515806,A762,29.68,SP
4107801,A835,39.01,PR
2403806,A316,48.08,RN
3515905,A729,35.86,SP
2605608,A350,37.19,PE
4308201,B818,18.9,RS
2203800,A365,37.26,PI
4107900,A835,26.67,PR
2605707,A351,1.76,PE
3126000,A535,1.58,MG
2203909,A311,2.57,PI
4308250,A828,31.46,RS
4205407,A806,7.18,SC
4108106,A835,35.72,PR
3516002,A734,41.15,SP
4308300,A837,23.6,RS
3126109,A524,2.92,MG
4308409,A803,37.79,RS
5208004,A045,31.57,GO
4108205,A825,29.35,PR
2911105,A452,2.32,BA
4205431,A816,27.14,SC
5208103,A005,45.9,GO
1708205,A039,13.03,TO
4308433,A882,27.62,RS
2304350,A306,10.78,CE
4205456,A867,20.76,SC
2304400,A305,11.04,CE
3126307,A516,14.27,MG
1708254,A020,38.95,TO
4308458,A883,19.55,RS
2304459,A339,44.34,CE
2104206,A222,34.98,MA
3126406,A569,30.89,MG
4108304,A846,11.97,PR
4108452,B804,49.54,PR
4205506,A859,23.61,SC
3516200,A708,5.91,SP
2204105,A311,37.93,PI
3126505,A566,37.55,MG
4108403,A816,41.4,PR
3516309,A701,27.29,SP
3126703,A506,44.03,MG
2204204,A343,31.55,PI
3126752,A541,49.02,MG
3516408,A701,22.25,SP
2304509,A368,21.68,CE
4308508,A854,5.28,RS
3126802,A527,21.67,MG
3126901,A532,31.3,MG
2605806,A328,17.12,PE
2802304,A451,14.74,SE
4205555,A860,23.75,SC
2204303,A347,27.79,PI
3127073,A552,23.72,MG
3202207,A613,18.83,ES
3127206,A569,15.4,MG
3516507,A768,44.77,SP
2506251,A328,28.88,PB
3516606,A763,43.13,SP
3127305,A532,49.83,MG
2404101,A317,33.64,RN
4205605,A816,17.08,SC
2605905,A357,22.36,PE
5208152,A037,21.8,GO
3127339,A543,38.92,MG
2606002,A322,3.18,PE
2802403,A323,45.11,SE
3516705,A763,32.05,SP
4308607,A840,10.51,RS
4205704,A806,47.26,SC
1503077,A248,21.71,PA
4308656,B834,0.89,RS
4205803,A851,21.8,SC
4205902,A868,19.07,SC
3516804,A735,42.86,SP
5103858,A930,20.23,MT
4308706,A828,22.59,RS
3516853,A737,31.45,SP
2204352,A343,11.63,PI
4308805,B815,13.95,RS
4108502,A875,4.66,PR
2802502,A409,30.89,SE
3516903,A729,49.6,SP
4308854,B858,15.98,RS
3517000,A727,24.92,SP
4308904,A828,27.01,RS
2204402,A364,5.05,PI
2702900,A353,24.9,AL
4309001,A810,22.48,RS
3127354,A506,24.18,MG
3517109,A735,44.69,SP
5103957,A961,28.6,MT
5004007,S708,15.05,MS
2606101,A301,36.95,PE
4309050,B839,24.21,RS
4108551,A822,29.16,PR
3127370,A540,33.43,MG
3127388,A557,6.87,MG
2606200,A320,49.34,PE
5208400,A002,25.67,GO
5208509,A034,17.05,GO
5208608,A022,16.94,GO
5208707,A002,6.75,GO
2404200,A352,33.67,RN
5208806,A002,27.5,GO
5208905,A014,0.73,GO
1709005,A205,44.52,TO
5209101,A003,40.66,GO
4108601,A825,2.44,PR
4108650,B804,45.74,PR
3127404,A706,27.93,MG
2911501,A445,29.18,BA
3127503,A533,49.2,MG
3127602,A537,26.49,MG
4206009,A806,32.32,SC
2404309,A340,38.33,RN
2104552,A225,23.99,MA
3202256,A632,26.4,ES
2911600,A406,9.96,BA
2104651,A255,18.2,MA
3127701,A532,3.51,MG
2304657,A368,45.33,CE
2802601,A453,25.39,SE
2104800,A207,1.79,MA
4309100,A879,4.77,RS
4309126,B846,16.44,RS
4309159,B840,44.41,RS
2304806,A315,47.06,CE
4206108,A845,25.66,SC
2606408,A328,47.77,PE
4309209,B808,13.27,RS
4206207,A814,35.56,SC
2304905,A306,19.38,CE
2404408,A318,24.24,RN
3127909,A034,43.63,MG
4309258,A894,24.94,RS
4206306,A868,26.02,SC
3202306,A617,19.27,ES
4309308,A801,15.55,RS
3517208,A727,8.61,SP
3517307,A727,31.88,SP
3517406,A748,36.04,SP
4108908,A849,38.44,PR
2304954,A305,27.46,CE
1301654,A108,12.82,AM
1100106,S110,0.37,RO
2911659,A433,49.65,BA
2404507,A317,28.23,RN
4108957,A818,20.72,PR
2911709,A426,3.66,BA
3128006,A533,2.14,MG
3517604,A714,42.89,SP
3301850,A618,9.58,RJ
4109005,A821,9.76,PR
5209200,A002,39.39,GO
4309407,A894,15.14,RS
4109104,A869,15.8,PR
3517703,A753,9.32,SP
2506301,A310,29.24,PB
3517802,A734,43.5,SP
3517901,A748,41.6,SP
3128204,A510,26.07,MG
4206405,A857,20.28,SC
3128253,A506,41.0,MG
1709302,A020,39.59,TO
5209291,A014,38.45,GO
2305100,A314,4.76,CE
3128402,A557,31.72,MG
3518008,A733,28.35,SP
4309506,B844,31.74,RS
5209408,A017,20.88,GO
3518107,A727,29.36,SP
5104104,A906,1.9,MT
3202405,A615,24.63,ES
4109401,A823,43.33,PR
4109500,A847,20.84,PR
3128501,A557,31.17,MG
3518206,A734,30.39,SP
3518305,A765,49.41,SP
3518404,A769,23.38,SP
4109609,A851,23.18,PR
3128600,A546,25.2,MG
3518602,A747,12.41,SP
2204550,A337,42.1,PI
5209457,A015,32.8,GO
3518701,A765,19.81,SP
4206603,A848,15.11,SC
3518800,A701,10.03,SP
4206652,A895,16.07,SC
3518859,A747,19.15,SP
5004106,A758,3.52,MS
3128808,A517,43.18,MG
3128907,A523,26.79,MG
5104203,A932,1.04,MT
3129004,A510,31.26,MG
3129103,A512,40.09,MG
2506400,A310,36.55,PB
2506509,A348,34.62,PB
1709500,A019,2.6,TO
4309555,B814,23.75,RS
5209606,A014,41.65,GO
3129202,A531,32.98,MG
2911857,A419,20.86,BA
3519006,A768,13.34,SP
4307104,B826,1.49,RS
4206702,A841,7.05,SC
4309571,B840,35.27,RS
5209705,A002,35.57,GO
5209804,A015,29.36,GO
3519055,A739,35.41,SP
4109658,A876,31.15,PR
2305233,A305,34.73,CE
4309605,A810,28.4,RS
3519071,A726,45.12,SP
2204600,A362,19.56,PI
4309654,A827,15.39,RS
4309704,B845,21.68,RS
1301704,A112,6.23,AM
2105005,A217,40.48,MA
3519105,A737,24.16,SP
5209903,A017,28.84,GO
3519204,A768,22.34,SP
2911907,A408,28.83,BA
3129301,A554,34.02,MG
3519253,A725,34.52,SP
2606507,A322,41.92,PE
4109708,A871,8.38,PR
4309753,B840,11.49,RS
2305266,A369,39.2,CE
3519303,A711,11.03,SP
3202454,A633,37.23,ES
3129400,A502,30.51,MG
3129509,A505,44.6,MG
4309803,A844,38.71,RS
3129608,A545,44.97,MG
4206751,A898,22.75,SC
2305308,A368,25.19,CE
2506608,A373,34.29,PB
2912103,A410,49.33,BA
4206801,A841,20.92,SC
2305332,A332,32.95,CE
2606606,A349,3.55,PE
2912400,A424,38.88,BA
2912509,A454,22.67,BA
3519402,A736,42.3,SP
3129657,A559,31.87,MG
3129707,A708,30.38,MG
3202504,A613,27.38,ES
4309902,A844,20.83,RS
2606705,A341,29.7,PE
4206900,A817,29.43,SC
2912707,A445,33.84,BA
2912806,A522,19.4,BA
4309951,A837,26.2,RS
3519501,A716,31.1,SP
2912905,A445,12.92,BA
3129806,A555,4.83,MG
4310009,A883,3.0,RS
3519600,A737,11.54,SP
3202553,A617,29.27,ES
2913101,A424,26.51,BA
3129905,A530,16.77,MG
3519709,A755,39.06,SP
2913200,A439,1.72,BA
2305357,A318,21.42,CE
4207007,A814,20.1,SC
3130051,A547,28.77,MG
4109906,A824,2.18,PR
2105104,A203,32.78,MA
2913309,A441,20.21,BA
2305407,A319,45.69,CE
3202603,A615,18.75,ES
2404606,A304,37.85,RN
3519907,A718,33.67,SP
2703106,A327,13.19,AL
2913408,A426,48.41,BA
3520004,A741,4.22,SP
2502607,A373,16.31,PB
3520103,A753,35.6,SP
3130101,A535,24.0,MG
2105203,A220,47.12,MA
1503200,A202,40.77,PA
2606804,A301,26.4,PE
3520202,A509,39.77,SP
3130200,A564,30.67,MG
2913457,A438,19.68,BA
2703205,A353,35.75,AL
4310108,B819,19.37,RS
3301876,A606,25.53,RJ
3520301,A712,3.14,SP
4110003,A835,25.83,PR
2606903,A334,42.8,PE
3130309,A565,35.1,MG
5004304,S709,3.31,MS
2305506,A319,4.36,CE
4110052,B803,32.75,PR
4310207,B843,30.45,RS
3520426,A712,6.61,SP
2802700,A421,8.01,SE
2607604,A301,37.43,PE
2204659,A308,25.76,PI
3520442,S717,12.85,SP
3520400,A767,6.01,SP
2913606,A410,20.84,BA
4207106,A868,8.27,SC
4310306,B860,20.84,RS
2506707,A321,43.07,PB
4207205,A866,30.09,SC
4310330,A834,3.96,RS
3130556,A554,23.04,MG
4207304,A866,44.23,SC
4110102,A818,35.28,PR
4207403,A863,23.63,SC
4310363,A882,11.91,RS
2105302,A225,4.61,MA
4110201,A823,0.31,PR
2607000,A349,45.72,PE
4110300,A850,12.27,PR
3130606,A530,44.37,MG
3130655,A551,36.06,MG
4207502,A817,3.61,SC
4310405,A810,25.96,RS
2305605,A342,46.07,CE
3520608,A707,16.87,SP
4110409,A869,27.11,PR
3130705,A507,38.06,MG
3520707,A733,37.9,SP
5209952,A029,23.31,GO
2802809,A417,40.78,SE
2506806,A313,33.64,PB
2607109,A334,44.42,PE
4310413,A805,22.13,RS
1503408,A202,15.45,PA
2703304,A371,44.1,AL
3130903,A554,21.06,MG
3131000,A569,23.39,MG
2204709,A363,27.29,PI
5210000,A002,43.26,GO
3131109,A538,10.31,MG
4207577,A859,32.72,SC
3131158,A511,28.06,MG
5210109,A033,48.29,GO
3131208,A554,44.6,MG
2404705,A372,5.59,RN
2305654,A342,33.38,CE
3131307,A511,13.94,MG
2305704,A333,45.24,CE
3520905,A716,22.94,SP
4310439,B817,30.89,RS
2913804,A413,38.74,BA
3521002,A713,13.74,SP
3521101,A726,31.21,SP
2913903,A445,7.12,BA
4207601,A841,33.77,SC
4110508,A818,27.7,PR
5210158,A015,25.25,GO
5104526,A950,48.81,MT
2204808,A363,44.56,PI
4310462,A839,31.91,RS
1503457,A212,37.9,PA
2607208,A301,38.78,PE
5210208,A028,3.78,GO
4207650,A857,22.23,SC
3521200,A746,45.83,SP
3521309,A753,26.47,SP
4207684,A876,26.45,SC
2607307,A366,27.23,PE
2404804,A321,31.36,RN
1709807,A052,37.07,TO
3131505,A530,28.38,MG
4207700,A858,30.8,SC
2306009,A358,38.57,CE
4110656,A825,40.92,PR
3521408,A726,16.84,SP
4207759,A857,23.89,SC
4310504,A854,28.22,RS
3131604,A523,49.99,MG
2914208,A407,30.42,BA
1301852,A101,27.11,AM
4207809,A841,37.31,SC
3521606,A762,24.52,SP
2914406,A425,42.8,BA
2914505,A413,27.5,BA
4110706,A823,44.39,PR
4207858,A816,27.89,SC
2306108,A359,36.44,CE
2914604,A424,3.09,BA
4110805,A822,14.94,PR
4207908,A864,46.27,SC
1503507,A248,43.36,PA
3202652,A617,47.38,ES
5210307,A028,28.33,GO
4208005,A895,38.6,SC
4310538,A803,14.64,RS
2802908,A451,4.97,SE
2803005,A417,0.89,SE
2914653,A427,45.1,BA
3521705,A714,28.98,SP
2914703,A408,0.67,BA
5210406,A014,36.96,GO
2803104,A453,36.89,SE
3131802,A540,34.96,MG
3131901,A555,32.56,MG
3301900,A627,27.34,RJ
2914802,A410,17.69,BA
3132107,A539,8.48,MG
2914901,A438,41.38,BA
1301902,A121,4.25,AM
2607406,A351,27.79,PE
4310553,B849,16.74,RS
2915106,A445,34.58,BA
2915205,A445,20.27,BA
2915304,A447,42.53,BA
3202702,A613,35.94,ES
3302007,A601,15.28,RJ
4110904,A850,17.71,PR
3132206,A564,47.32,MG
1710706,A225,24.29,TO
3521804,A725,38.74,SP
2306207,A339,23.67,CE
2205003,A343,42.0,PI
4208104,A862,34.88,SC
2306256,A305,16.7,CE
1503606,A231,1.14,PA
2404853,A372,11.56,RN
5210802,A742,19.02,GO
4208203,A868,10.13,SC
3521903,A736,30.47,SP
3522000,A737,14.52,SP
3132404,A531,14.96,MG
2915502,A410,20.39,BA
3302056,A604,31.86,RJ
2915601,A455,4.01,BA
3132602,A557,48.53,MG
2915700,A445,43.73,BA
3132701,A527,23.74,MG
4111001,A842,47.39,PR
4111100,A835,28.95,PR
2607653,A320,40.69,PE
2915809,A446,42.97,BA
3132909,A561,19.75,MG
3133006,A529,15.58,MG
2915908,A431,46.46,BA
3133105,A529,11.56,MG
5104542,A950,4.88,MT
3133204,A532,40.01,MG
3133303,A550,2.68,MG
3302106,A604,15.55,RJ
5210901,A015,3.31,GO
3133402,A519,43.36,MG
2306306,A359,22.13,CE
2916104,A456,22.08,BA
2916203,A410,36.42,BA
2916302,A447,37.03,BA
3133501,A524,34.1,MG
3522208,A771,18.32,SP
4111209,A843,40.49,PR
4208302,A868,20.86,SC
3202801,A622,23.92,ES
4111258,B806,22.08,PR
3302205,A604,43.88,RJ
2607703,A321,33.85,PE
2916401,A446,2.04,BA
3522307,A715,33.98,SP
3522406,A714,1.02,SP
3133600,A509,21.34,MG
3522505,A755,7.02,SP
2916500,A458,36.6,BA
2306405,A359,1.78,CE
3522604,A739,2.9,SP
1302009,A124,37.85,AM
4208401,B845,34.05,SC
2607752,A301,33.09,PE
2916609,A445,30.23,BA
2306504,A314,36.41,CE
4208450,A851,4.49,SC
3522703,A737,29.1,SP
5004502,S710,1.53,MS
2507002,A373,2.1,PB
2803203,A409,27.97,SE
2507101,A352,31.35,PB
4310579,A894,30.18,RS
3522901,A741,31.35,SP
3523008,A704,27.45,SP
5211206,A014,46.92,GO
3523107,A701,28.02,SP
2916708,A407,21.68,BA
4310603,B850,2.75,RS
5004601,A752,3.21,MS
2607802,A301,46.63,PE
3202900,A613,33.4,ES
2916807,A446,48.68,BA
3523206,A714,47.75,SP
2306553,A360,28.9,CE
4310652,B832,23.38,RS
3302254,A609,13.29,RJ
3133709,A535,34.81,MG
3523404,A744,33.34,SP
4310702,B846,32.15,RS
2916856,A434,34.37,BA
3523503,A725,33.28,SP
2507200,A313,34.13,PB
2404903,A340,30.39,RN
3133758,A516,12.36,MG
1600253,A251,14.31,AP
3133808,A535,27.72,MG
4111308,A849,9.95,PR
3133907,A513,19.93,MG
3134004,A550,30.26,MG
2105427,S107,18.35,MA
5104609,A933,38.44,MT
3523602,A711,31.45,SP
3523701,A708,18.13,SP
2916906,A407,2.97,BA
2917003,A436,40.71,BA
3523800,A738,11.8,SP
2917102,A446,22.87,BA
3523909,A713,35.48,SP
2917300,A438,27.76,BA
3134103,A534,17.19,MG
3134202,A512,6.98,MG
5211503,A035,2.52,GO
3524006,A755,45.61,SP
1503705,A240,40.85,PA
4208500,A863,5.08,SC
3134509,A514,47.26,MG
3524105,A753,3.11,SP
3203007,A633,35.98,ES
4111407,A818,0.56,PR
4111506,A822,34.94,PR
4111555,A824,27.33,PR
4111605,A835,37.72,PR
5004700,A709,0.64,MS
5211602,A028,42.8,GO
4310751,B854,16.76,RS
4310801,A884,11.96,RS
2607901,A301,8.58,PE
4208609,A841,16.75,SC
2917359,A416,36.92,BA
3524204,A748,20.01,SP
4111704,A871,11.45,PR
4310850,A854,30.59,RS
3524303,A747,23.9,SP
3134608,A569,46.14,MG
2405009,A367,28.79,RN
2917409,A543,40.89,BA
2507309,A352,17.96,PB
2703403,A323,27.54,AL
1503754,S120,3.39,PA
3524402,A509,49.19,SP
4111803,A716,22.12,PR
3524501,A735,42.07,SP
5104807,A912,49.24,MT
3134707,A508,42.03,MG
4208708,A867,26.71,SC
2917508,A440,5.74,BA
2205151,A330,23.51,PI
3134806,A516,31.67,MG
2703502,A357,22.64,AL
4310876,B838,15.58,RS
3524600,A766,23.16,SP
4310900,A828,24.12,RS
3134905,A739,24.13,MG
2917607,A407,16.84,BA
3135001,A511,15.62,MG
4311007,A836,2.86,RS
2917706,A428,21.45,BA
3203056,A616,34.0,ES
2306702,A358,36.65,CE
4311106,A889,23.21,RS
2306801,A358,27.3,CE
2306900,A358,0.68,CE
2917805,A444,36.12,BA
3524709,A739,37.03,SP
2307007,A339,9.03,CE
4208807,A866,21.14,SC
3135050,A539,46.99,MG
2205201,A343,43.78,PI
3524808,A733,12.32,SP
3524907,A740,28.45,SP
3135076,A532,44.71,MG
3135100,A563,1.74,MG
5211701,A027,31.28,GO
4112108,A835,36.56,PR
