ibge_municipio,codigo_wmo,distancia_km,uf
4320578,B844,24.39,RS
3167202,A569,7.13,MG
5007703,A751,1.64,MS
3165552,A541,27.08,MG
4320602,A828,30.6,RS
2413607,A340,22.91,RN
3551900,A736,36.02,SP
4217600,A814,13.33,SC
5007901,A754,5.73,MS
2210656,A376,46.29,PI
3305604,A659,2.37,RJ
5220603,A037,2.43,GO
1720655,A052,31.38,TO
4320651,A803,15.25,RS
3167301,A557,43.12,MG
3552007,A769,15.98,SP
1304005,A121,43.74,AM
3167400,A567,40.06,MG
2807105,A419,32.63,SE
3167509,A625,18.18,MG
2930709,A456,10.36,BA
5220686,A017,43.63,GO
3167608,A556,23.13,MG
4320677,A813,40.07,RS
5107909,A917,14.9,MT
4126603,A821,23.46,PR
2807204,A451,40.04,SE
2930758,A418,20.22,BA
2930766,A450,33.34,BA
2413706,A367,18.38,RN
1720804,A225,20.38,TO
2930774,A307,32.67,BA
4320701,B840,2.98,RS
2515971,A320,42.46,PB
2312908,A306,6.56,CE
3167707,A532,46.77,MG
3552106,A739,34.76,SP
2516003,A310,25.62,PB
2516102,A348,48.09,PB
4320800,A837,4.28,RS
3167806,A529,38.84,MG
2313005,A358,47.17,CE
4217709,A867,23.62,SC
5007935,A761,7.3,MS
3205010,A614,18.84,ES
3552205,A713,16.35,SP
5107925,A904,1.4,MT
1507904,A227,1.62,PA
2516201,A333,12.93,PB
1720853,A019,29.02,TO
2111904,A222,49.73,MA
4217758,A816,38.26,SC
4126652,A843,36.62,PR
3552403,A726,38.24,SP
2516300,A334,37.03,PB
3305703,A629,14.48,RJ
2614501,A328,4.68,PE
2210938,A343,4.87,PI
3552551,S717,45.1,SP
3552502,A701,31.95,SP
4320859,B815,21.68,RS
5107941,A952,27.82,MT
3552601,A736,27.55,SP
3552700,A737,18.54,SP
1304062,S105,1.06,AM
3552809,A755,14.73,SP
2413805,A340,40.76,RN
3167905,A557,20.54,MG
2313104,A332,31.2,CE
2614709,A341,30.35,PE
3552908,A707,32.13,SP
5007950,A751,36.81,MS
3553104,A764,22.08,SP
4217808,A861,25.32,SC
3168002,A551,24.48,MG
2413904,A304,48.28,RN
3553203,A764,19.47,SP
3553302,A738,21.92,SP
4126702,A869,49.84,PR
2210953,A365,32.95,PI
3553401,A729,40.45,SP
2414001,A367,25.42,RN
4217907,A841,31.79,SC
5107958,A902,7.28,MT
3305752,A667,18.31,RJ
2931004,A433,49.25,BA
2709004,A327,23.77,AL
2210979,A354,44.33,PI
2931103,A413,29.35,BA
4126801,A869,41.83,PR
4320909,A839,42.59,RS
4321006,A883,24.63,RS
2931202,A444,21.14,BA
4321105,B811,31.85,RS
4126900,A869,14.62,PR
3168101,A505,36.89,MG
3168200,A565,15.35,MG
3553609,A738,48.47,SP
4321204,B819,15.21,RS
3168309,A521,37.85,MG
3553658,A764,15.25,SP
2709103,A353,22.47,AL
4321303,B815,3.66,RS
3553708,A747,41.71,SP
2615003,A328,28.35,PE
3553856,A714,20.56,SP
4321329,A854,4.06,RS
5007976,S713,47.2,MS
3553906,A707,25.64,SP
1200609,A138,47.2,AC
3554003,A713,27.95,SP
2313302,A324,3.91,CE
3554102,A728,5.25,SP
4321352,A878,17.72,RS
2516607,A373,45.4,PB
1304203,S117,1.08,AM
2516706,A321,15.87,PB
3168507,A510,11.86,MG
4127106,A872,41.57,PR
2414100,A333,44.36,RN
4321402,B845,20.81,RS
2931400,A413,37.8,BA
3554300,A850,14.7,SP
2931509,A441,20.53,BA
3168606,A527,3.77,MG
2931608,A444,47.34,BA
2709152,A355,24.56,AL
5008008,A702,14.85,MS
2211001,A312,6.37,PI
5221080,A024,48.08,GO
3305802,A618,3.77,RJ
2615102,A322,21.85,PE
5221197,A002,31.41,GO
1507961,A202,30.62,PA
4321436,B832,13.76,RS
2931707,A413,43.05,BA
2615201,A329,32.16,PE
4127304,A849,28.97,PR
4127403,A820,42.56,PR
3554409,A764,23.07,SP
5108105,A932,36.47,MT
4321451,A882,1.84,RS
2313401,A368,2.2,CE
4127502,A872,33.52,PR
2411056,A318,14.42,RN
2414209,A352,41.51,RN
3554508,A713,37.59,SP
4217956,A857,37.37,SC
4218004,A868,34.15,SC
2414308,A316,20.97,RN
4218103,A829,22.84,SC
4218202,A817,9.9,SC
4218251,A864,38.33,SC
3554607,A716,33.04,SP
2112209,A312,7.82,MA
3168705,A511,2.7,MG
4321469,A837,32.43,RS
3168804,A514,7.94,MG
4321477,B845,11.51,RS
2807402,A417,24.57,SE
1721208,A224,36.57,TO
3169000,A557,48.45,MG
3169109,A744,27.87,MG
4127700,A820,35.24,PR
2807501,A417,11.99,SE
4127809,A871,23.48,PR
3169208,A517,42.66,MG
1508001,A213,31.47,PA
2615409,A328,35.38,PE
5108204,A013,46.98,MT
4321493,B852,27.73,RS
4321501,A808,1.88,RS
3554706,A741,39.85,SP
2414407,A344,5.43,RN
3554755,A711,46.88,SP
1508035,A226,13.57,PA
2615508,A301,41.41,PE
2709202,A353,45.99,AL
1508050,A231,33.44,PA
2313500,A359,42.85,CE
3305901,A630,13.77,RJ
4321600,A834,2.93,RS
4321626,B860,21.49,RS
3554805,A728,9.79,SP
4321634,A828,23.63,RS
4218301,A874,30.43,SC
4127858,A843,32.43,PR
4321667,B841,12.62,RS
3169307,A515,21.11,MG
4321709,A879,16.91,RS
4321808,A810,22.6,RS
4321832,B832,17.98,RS
3554904,A733,31.79,SP
5008305,A704,1.73,MS
3169356,A528,22.44,MG
4321857,B846,29.12,RS
4321907,B845,9.85,RS
3169406,A515,24.53,MG
5221304,A034,27.32,GO
3306008,A625,2.28,RJ
4218350,A814,14.69,SC
4218400,A814,15.69,SC
4218509,A841,23.77,SC
5221403,A002,29.04,GO
2615607,A366,22.74,PE
4321956,B846,21.73,RS
4322004,B812,8.88,RS
2516805,A333,43.24,PB
2615706,A350,25.58,PE
2414456,A372,49.07,RN
2112233,A220,37.66,MA
5221452,A005,46.25,GO
4218608,A863,19.28,SC
4218707,A866,24.6,SC
2931905,A458,39.29,BA
1508084,A234,2.31,PA
4322103,A810,21.23,RS
1508100,A229,6.35,PA
2112274,A255,45.07,MA
3554953,A744,22.43,SP
3169505,A532,38.17,MG
4218756,A857,23.84,SC
4322152,B838,25.15,RS
4127882,B806,39.48,PR
4127908,A825,39.55,PR
3555000,A768,3.05,SP
2615805,A309,47.24,PE
4322186,B861,17.52,RS
4322202,A886,1.78,RS
4322251,B814,31.34,RS
4322301,A810,10.22,RS
2615904,A334,38.94,PE
3555109,A762,8.7,SP
1721257,A020,1.26,TO
2112407,A219,0.85,MA
3555208,A735,25.58,SP
3555307,A733,17.71,SP
4322327,B831,17.4,RS
2313559,A359,20.85,CE
5221502,A027,49.59,GO
4218806,A867,18.03,SC
3169802,A567,26.94,MG
2932002,A435,1.77,BA
3169901,A510,40.49,MG
3170008,A547,37.79,MG
2932101,A434,29.61,BA
2932200,A410,42.38,BA
2313609,A368,16.97,CE
3170057,A554,11.67,MG
3555356,A735,22.59,SP
2932309,A445,18.92,BA
3555406,A740,40.97,SP
3170107,A568,4.83,MG
3170206,A507,2.06,MG
3555505,A763,45.04,SP
4128005,B803,19.16,PR
4322343,A810,31.38,RS
3555604,A736,39.84,SP
2932408,A424,29.56,BA
2516904,A333,37.38,PB
1508126,S111,6.01,PA
2313708,A333,48.23,CE
2414506,A340,39.55,RN
2807600,A417,18.83,SE
2932457,A443,33.52,BA
2517001,A328,22.18,PB
2313757,A359,34.34,CE
2932507,A437,1.6,BA
3170404,A542,21.79,MG
4322350,A894,17.28,RS
4128203,A875,32.67,PR
4218855,A816,39.54,SC
3555703,A735,22.24,SP
4128302,A835,42.19,PR
4322376,A833,30.87,RS
2414605,A372,44.78,RN
4128401,A842,32.56,PR
2932606,A543,23.44,BA
3555802,A733,10.39,SP
3555901,A727,48.37,SP
4218905,A845,16.6,SC
2313807,A359,17.71,CE
3170503,A510,47.51,MG
1304302,A124,0.76,AM
2932705,A410,13.15,BA
2211209,A346,32.47,PI
1304401,A121,37.0,AM
4322400,A809,8.75,RS
4218954,A815,36.08,SC
3556008,A736,47.57,SP
4219002,A814,1.81,SC
5221809,A033,19.93,GO
4322509,A880,5.8,RS
5108352,A937,18.26,MT
4322533,B840,38.79,RS
4322541,B818,22.79,RS
4322525,A813,21.2,RS
2932903,A444,6.36,BA
3306107,A611,12.75,RJ
2211308,A363,2.61,PI
3556107,A729,12.96,SP
3556206,A744,48.31,SP
3556305,A734,12.4,SP
5221858,A012,21.75,GO
4322558,B858,15.6,RS
4219101,A858,25.57,SC
4219150,A898,26.38,SC
3556354,A744,13.54,SP
3170578,A554,22.47,MG
3205036,A615,28.94,ES
4219176,A841,25.56,SC
3170651,A551,38.56,MG
3556404,A738,19.84,SP
3556453,A755,17.67,SP
3170701,A515,3.54,MG
5221908,A029,44.11,GO
3170750,A562,46.14,MG
3306156,A617,44.24,RJ
2414704,A352,35.57,RN
2517100,A316,34.33,PB
2314003,A319,43.04,CE
2211357,A345,37.22,PI
3170800,A545,39.27,MG
2933109,A440,39.4,BA
2211407,A354,48.58,PI
5108402,A901,8.78,MT
3556503,A755,34.82,SP
2933174,A434,24.83,BA
3170909,A559,45.77,MG
3306206,A611,6.0,RJ
4322608,A813,33.98,RS
3205069,A633,8.64,ES
2414753,A358,48.57,RN
4128534,A872,4.73,PR
2616001,A309,25.66,PE
5108501,A951,42.03,MT
2414803,A304,33.47,RN
2933208,A401,13.04,BA
4322707,A813,21.4,RS
3556602,A763,14.97,SP
4322806,A840,25.99,RS
2616100,A370,20.5,PE
3171030,A563,41.56,MG
4128609,A843,27.47,PR
3171071,A541,49.85,MG
3171105,A568,36.96,MG
3171154,A556,26.34,MG
2616183,A328,10.27,PE
2616209,A328,20.66,PE
3171204,A521,22.26,MG
4322855,B859,9.8,RS
4322905,A828,29.65,RS
4323002,B824,9.44,RS
3205101,A634,13.23,ES
5222005,A037,12.81,GO
4323101,A854,26.25,RS
5008404,S708,16.37,MS
5222054,A029,45.47,GO
2414902,A340,42.15,RN
2709400,A327,41.79,AL
3171303,A510,1.3,MG
2314102,A368,20.42,CE
4323200,B842,27.42,RS
4219200,A863,28.59,SC
4219309,A859,26.9,SC
3171402,A517,29.98,MG
2517209,A333,37.08,PB
1508209,A227,44.49,PA
5105507,A922,10.38,MT
2415008,A352,28.7,RN
4323309,A840,33.91,RS
4323358,A839,28.78,RS
4323408,B858,17.79,RS
4323457,A832,41.73,RS
2112852,A214,40.43,MA
3205150,A623,24.93,ES
5222302,A022,28.48,GO
3205176,A623,33.42,ES
3205200,A612,8.11,ES
1100304,S104,0.06,RO
3556701,A744,47.66,SP
3556800,A764,20.3,SP
3171600,A566,33.09,MG
3171709,A529,15.85,MG
3171808,A533,25.62,MG
4128658,B804,20.35,PR
3172004,A510,27.97,MG
4323507,A854,6.86,RS
3556909,A736,22.37,SP
4323606,A894,13.41,RS
4323705,B845,28.42,RS
4219358,A861,31.7,SC
3205309,A612,5.02,ES
3556958,A733,11.72,SP
2933307,A414,5.37,BA
4323754,B844,23.96,RS
2616407,A301,38.04,PE
4128708,A816,16.7,PR
3172103,A629,20.16,MG
3306305,A626,16.01,RJ
3557006,A713,19.94,SP
3557105,A729,2.59,SP
2933406,A425,38.71,BA
2211704,A354,39.13,PI
1722081,A021,38.57,TO
3172202,A531,24.75,MG
4128500,A871,39.99,PR
4323770,A882,6.24,RS
4219408,A861,34.8,SC
4128807,A824,41.32,PR
4323804,B832,14.63,RS
4219507,A858,7.13,SC
1200708,A140,48.9,AC
4219606,A858,15.25,SC
4219705,A858,14.01,SC
2616506,A357,16.41,PE
1508407,A247,2.37,PA
2517407,A334,20.63,PB
3557154,A735,14.53,SP
2114007,A255,0.48,MA
4219853,A841,31.47,SC
5101837,A948,36.94,MT
